id,temperature,irradiance,humidity,panel_age,maintenance_count,soiling_ratio,voltage,current,module_temperature,cloud_coverage,wind_speed,pressure,string_id,error_code,installation_type,efficiency,error_code_E00,error_code_E01,error_code_E02,error_code_nan,installation_type_encoded,power,area
27,22.267902361533203,591.3610160910196,12.867824363873105,24.37721365551179,4.0,0.9114840021997336,4.613512388564578,5.005359917923081,31.31856954993516,75.30707276305758,8.307152342025066,1005.8557582470244,D4,E02,tracking,0.6363256333988944,0.0,0.0,1.0,0.0,2.0,23.092289990562712,0.061367
31,1.3485606388463784,0.0,98.59511065370852,0.2216687521444688,7.0,0.459756532757449,0.0,1.2379099742810673,9.558744685875052,77.07814632587512,1.150127946476207,1013.0480699072796,B2,E02,dual-axis,0.5118678861908971,0.0,0.0,1.0,0.0,0.0,0.0,0.061317
34,32.331855240765854,653.994855643874,33.300373292291795,16.710351185649365,3.0,0.8139424251757469,0.0,2.585746140334805,33.60993066840457,23.05686134847209,13.141802171160032,1009.9907478437908,C3,E02,dual-axis,0.6471381980815889,0.0,0.0,1.0,0.0,0.0,0.0,0.0
36,15.113248822807709,471.5131355862813,30.79140650054648,24.595442141694846,3.0,0.6106173400380984,0.0,2.533055401131324,22.849303354671367,93.73410720795088,8.401778997229279,1023.3197647013052,A1,E00,dual-axis,0.4608732805957404,1.0,0.0,0.0,0.0,0.0,0.0,0.0
40,47.9736062453625,4930.530172057466,22.058748668559303,16.093617745255212,4.0,0.4289687242677492,47.81961229331992,3.264912627813305,52.2383947202099,80.21364174923788,2.7854029076788285,1012.91132333839,B2,E01,tracking,0.5159992860478243,0.0,1.0,0.0,0.0,2.0,156.12685603359657,0.061367
41,37.22727306331405,635.7885670762987,40.12027531059482,16.318003301305197,6.0,0.9125223985363988,2.5252825908421457,3.71717720425906,43.21827374857393,40.60430103151289,6.9856215331463085,999.9763640110028,A1,E01,tracking,0.6001419821498469,0.0,1.0,0.0,0.0,2.0,5.633486504085499,0.014764220948729628
42,26.307134455163816,333.62257317782644,20.08317103640925,13.941654180642294,6.0,0.4522987755994279,0.0,0.3779175739977125,34.47478827992303,89.28494551748518,10.92447576745833,993.2341361585234,D4,E01,tracking,0.4223111874074737,0.0,1.0,0.0,0.0,2.0,0.0,0.0
43,25.78855364723913,558.04033076668,8.800326706888296,14.801172794807124,4.0,0.4341508250558576,28.98989791470311,0.5559909286439396,30.51616382029419,34.930483064803816,1.6344121578143065,1010.7405712405772,D4,E01,tracking,0.4706671756179258,0.0,1.0,0.0,0.0,2.0,16.11812026288879,0.061367
46,1.9438010783943405,717.8571944870474,67.13772720927783,13.961475370311083,5.0,0.7395735724156274,40.09093483961592,2.2907917513828,4.923869996441415,32.72684835588676,4.061337791562382,1026.0045880431005,D4,E02,dual-axis,0.7064957711817486,0.0,0.0,1.0,0.0,0.0,64.88455949890941,0.12793628529619003
49,13.36735930154976,516.8947673722229,96.93945487814642,25.658923740044248,4.0,0.6980552137958952,0.5662684000626488,2.5964054683206124,13.36735930154976,85.22347430192086,14.469448470977657,986.5497488220147,D4,E00,dual-axis,0.4910598558762898,1.0,0.0,0.0,0.0,0.0,0.7219868277383341,0.002844413337620556
50,0.0,572.2798496724961,33.91565667954218,14.495079386753682,7.0,0.804171659548271,0.0,1.088433180048911,7.321340708451541,26.43006866182581,0.4238904755201428,1005.0406332843232,B2,E00,dual-axis,0.6335565549174376,1.0,0.0,0.0,0.0,0.0,0.0,0.0
52,18.74133803757657,135.7110450360834,90.33466974209708,12.589851795207082,3.0,0.7419803601518365,38.829295433553455,0.0847581999357874,25.426905512811377,45.32765308064513,6.502554277008686,1030.5952376630223,C3,E01,fixed,0.3651183899232251,0.0,1.0,0.0,0.0,1.0,3.2911011857228805,0.066419
53,29.80312820208936,420.0821959106746,56.00226183169934,22.906652210418656,8.0,0.6264989354123209,41.87658343605899,1.1619462212473706,38.16447951971361,12.113385473917582,2.8223890052088407,1019.3488998289,C3,E00,fixed,0.5149851283931658,1.0,0.0,0.0,0.0,1.0,25.05832038170348,0.11583051687490603
54,21.83487968471715,382.40683642680114,41.02025222588125,15.122206567532745,3.0,0.4025000693621688,0.0,0.119768243941833,30.968992441815693,17.752962498812597,2.342893708471361,1005.4863248695876,B2,E00,fixed,0.4756562172858873,1.0,0.0,0.0,0.0,1.0,0.0,0.0
55,24.58913232271239,340.2805379391645,25.66281779749945,32.79387902963151,4.0,0.8557809675552084,32.004036403935785,1.860110631995844,33.783241859145875,49.77904228360357,5.055543422095513,1018.7854340664848,D4,E00,fixed,0.4358544084244103,1.0,0.0,0.0,0.0,1.0,25.94686987530954,0.1749469679996391
56,17.89299131460861,431.21443719332905,5.010891100118409,16.69202396352096,7.0,0.9279923677107488,33.0281211911371,0.1287170632001428,16.476248275216424,79.26875889998844,10.929823908529636,1026.6888355763824,B2,E02,fixed,0.6148422982690267,0.0,0.0,1.0,0.0,1.0,2.613868464435525,0.009858859991822507
57,24.081879707551863,873.735327808599,7.260075869036974,23.543937639169208,3.0,0.6535006280683878,74.48921839985158,1.4445762787098824,32.10211355585881,65.7167786889253,13.266311758319729,1019.8795523063046,B2,E00,dual-axis,0.6912971093608955,1.0,0.0,0.0,0.0,0.0,74.38727288188568,0.12315555351292536
59,21.691257758653315,742.0695886478702,92.00118734171794,29.07064730026047,2.0,0.4215449964002662,15.571659323912096,2.565098078569253,24.853619156302816,82.78750764504129,12.697192292290357,1026.917347018447,B2,E02,tracking,0.447898048664659,0.0,0.0,1.0,0.0,2.0,17.89031714332841,0.053826263766828135
66,25.16461571149606,412.8187319378906,54.3290958166459,14.465427702106084,3.0,0.7758846184334078,52.04177432520651,0.9178356062558806,31.618200302124023,80.65152745031062,8.767708185312713,1026.4266162640504,B2,E02,fixed,0.517582010776796,0.0,0.0,1.0,0.0,1.0,24.722715440079213,0.11570645853249241
69,50.97093890747705,452.17391877959625,21.56688000286529,10.61093538316567,7.0,0.9910686343027948,0.0,2.0489136879617327,54.18276086709962,6.558026669548134,8.081218436602267,1017.7977153839388,B2,E01,dual-axis,0.5956455988511287,0.0,1.0,0.0,0.0,0.0,0.0,0.0
70,27.63513435682147,181.0784191655196,95.8458849865447,22.69473140159958,4.0,0.58863465937028,0.0,1.3269531132158796,30.33024879233969,9.8220190687758,9.9301287231812,1008.0157167145215,B2,E01,dual-axis,0.3901313750389392,0.0,1.0,0.0,0.0,0.0,0.0,0.0
71,23.00249789383327,216.67819649912985,30.865517869923508,20.052886962890625,4.0,0.5033794538002467,1.202100971023345,0.9125396575493778,26.645857253372288,26.49680352093869,6.439017171662062,1019.837384666713,D4,E00,fixed,0.4035657067717935,1.0,0.0,0.0,0.0,1.0,0.44269737822083155,0.0050626450937892266
72,24.76381040727429,270.1369284995972,83.25115539791058,23.39983073217113,4.0,0.6141120412321144,10.603698560478234,1.8911447765284624,30.150128585871123,53.58731172457355,8.401051679563858,1012.7219284251596,C3,E00,dual-axis,0.4249255758340232,1.0,0.0,0.0,0.0,0.0,8.521087449013779,0.07423320186510779
74,28.874217135450984,535.6064340176413,3.900365677183226,11.401869890903416,3.0,0.5898779889360475,0.0,2.709041776107801,34.65959872898121,88.80613938360705,8.659287045978393,998.2969911322572,C3,E02,fixed,0.4898066298776726,0.0,0.0,1.0,0.0,1.0,0.0,0.0
76,22.202077702385083,393.1868384158664,45.60301003079149,29.11593697240021,2.0,0.6355504773792487,11.395892227743868,2.7074986274560287,26.95956535666398,90.04762071225343,1.0331263609861807,1007.1303366000813,C3,E00,tracking,0.4214147064001722,1.0,0.0,0.0,0.0,2.0,13.002482141600701,0.07847252133251535
77,16.30724667717172,539.6349227691785,98.59893708687645,3.272327278999787,5.0,0.5718339681625366,0.0,0.0294486596660437,21.831334926466592,19.341891664493605,13.792550684666644,1013.7033014775044,B2,E00,fixed,0.5072833247968823,1.0,0.0,0.0,0.0,1.0,0.0,0.0
80,26.88283621745154,614.1938093893529,56.63041579196049,31.223611197231502,4.0,0.6803429568847487,0.0,0.2059783973866162,31.60412610064292,42.00933735082471,3.5137095959250004,1001.2543276821168,D4,E01,dual-axis,0.5327299542281345,0.0,1.0,0.0,0.0,0.0,0.0,0.0
81,6.781962550450467,334.5185147333372,79.53742456155472,20.15788424745968,3.0,0.9996710294817698,3.5139118791570523,2.654624676186958,11.5779290660095,35.539942371415215,0.568909073909557,1017.0094865542418,D4,E00,fixed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0278852044760295
83,20.21314115026206,404.5655265004177,63.42270915485452,20.24754394769237,4.0,0.407052338385899,29.699643654217383,2.327968539241964,23.61919622566392,57.39238068454352,7.870043671266486,1025.9288772997888,C3,E00,fixed,0.450935593498736,1.0,0.0,0.0,0.0,1.0,31.177613005287416,0.17089898057254246
85,36.306766674952016,621.7431201963955,22.442788900797478,12.647602121981002,6.0,0.9109856380990404,12.944093261758518,2.141184960794538,41.63116519647025,44.91662311873314,9.543663898889564,1017.4556670310232,B2,E01,dual-axis,0.6612061981456756,0.0,1.0,0.0,0.0,0.0,18.325791186631957,0.044577409741895425
86,0.0,382.649414949319,8.79108377162926,32.94127609105467,3.0,0.6406180246212007,17.413180837155263,2.1931067665437007,0.0,79.26444264277667,4.2214550549177225,1011.9695775447892,D4,E01,tracking,0.4878810372907883,0.0,1.0,0.0,0.0,2.0,18.63167172114978,0.09980144547214934
88,33.29428611436284,620.1866647264773,30.38145851372168,21.83966466282386,4.0,0.8730845195130709,6.956343692861756,3.347510667926298,41.060526860068045,14.440226837565351,6.73797238192098,991.0567132302408,A1,E02,fixed,0.6235983106239533,0.0,0.0,1.0,0.0,1.0,14.521381352855048,0.03754746118555553
91,18.80771375086596,475.3786288726441,11.632156282501448,2.5082201502093646,2.0,0.8459331570152848,0.0,0.5916630598223269,24.66330594219868,82.55173439766418,1.2272956960889891,1019.7514544485446,D4,E00,tracking,0.5802931634896212,1.0,0.0,0.0,0.0,2.0,0.0,0.0
92,38.003836331692526,394.1754219889616,49.12183714541529,28.18590776692108,2.0,0.5684825939030044,12.516441783576829,3.071587551918056,47.42216741993754,54.98799133300781,2.3683369545032167,1015.1580719572004,D4,E01,dual-axis,0.4479054051330518,0.0,1.0,0.0,0.0,0.0,17.219878623517126,0.09753359705369513
95,55.73897637012709,138.22188189422818,58.13870865112494,3.147589325291801,4.0,0.5345704479545551,0.0,0.4797967434819806,56.2597469001898,9.15695974540517,9.92424720103768,1006.6480200547091,A1,E00,dual-axis,0.4362422551024044,1.0,0.0,0.0,0.0,0.0,0.0,0.0
96,18.895685431233403,169.3250969113994,55.194822331669926,24.072024865138044,3.0,0.9850433593495748,33.07024444768444,0.13584144175438995,21.24024961715222,49.918983459472656,4.120904032993916,1004.7207656996994,B2,E02,tracking,0.4323280975609074,0.0,0.0,1.0,0.0,2.0,4.492309684943563,0.061367
97,29.46858292124664,250.6882930996296,36.57930046757411,19.523682334772392,1.0,0.8986362689895573,0.0,2.0473214807507167,34.432341294736084,33.986060446091734,2.1505615283502544,1032.3556767902871,B2,E00,tracking,0.4589254691216441,1.0,0.0,0.0,0.0,2.0,0.0,0.0
98,17.882844924926758,599.9435566808592,48.89592429154322,12.896333848263687,4.0,0.4164423598051843,0.0,0.6963486040467812,20.43096813944824,46.73031939360934,8.039218153281997,1020.8165798830352,B2,E00,fixed,0.5123324944814857,1.0,0.0,0.0,0.0,1.0,0.0,0.0
99,6.04683256149292,273.6302361599848,77.18593927137502,10.838034005665314,4.0,0.91392303818494,0.0,0.734284419313187,9.728299774792848,65.49942912103239,11.63631606886416,1015.3969078794742,B2,E00,dual-axis,0.5424939131638742,1.0,0.0,0.0,0.0,0.0,0.0,0.0
101,1.0676261363297437,824.8070744465164,84.08769934985061,6.989717698875857,1.0,0.8448281849476057,42.92931239425405,2.184333064616414,6.329205838703216,46.47246170043945,1.3189676704416726,1000.0668011959172,A1,E01,tracking,0.7899414785901743,0.0,1.0,0.0,0.0,2.0,74.07432637341704,0.11368951529294488
102,18.750057707735493,410.9340072346435,61.38277613084138,7.968617253606868,4.0,0.7248289708574939,0.0,1.3304210547806443,27.00765975086465,84.13676223278343,13.091742753322322,1011.0817227826494,C3,E00,dual-axis,0.4874641200770446,1.0,0.0,0.0,0.0,0.0,0.0,0.0
103,7.382102583684867,684.3788921167717,40.71013818368547,11.588392631692,4.0,0.4952431316798908,7.990607124043489,1.8539954974142256,10.953629092265944,96.25595645926076,13.401736515368125,997.9186517207804,A1,E01,fixed,0.5280058605002922,0.0,1.0,0.0,0.0,1.0,7.822169025092079,0.021646707401745728
104,30.266285617098173,266.5955799975308,92.26185745008632,17.890770224592984,2.0,0.5775007009506226,19.122352522563347,1.063410508997677,33.7645992956617,17.04940965423385,2.263291240252016,1009.4758402382714,C3,E00,fixed,0.3890925104738078,1.0,0.0,0.0,0.0,1.0,7.912161426996219,0.07627624820126591
105,15.6576845734678,448.6406105330925,88.75272228391307,34.245709260187475,3.801431894302368,0.8936979263765107,53.7812611159539,2.641369878166932,21.52282362575581,18.223194297774203,1.8468979088756556,1002.6400744459772,A1,E00,tracking,0.5162313180987395,1.0,0.0,0.0,0.0,2.0,73.33386098151995,0.31663696907133376
108,17.754981738847757,710.0770343643488,92.90994493693005,3.678942286314882,1.0,0.7160585207682258,23.46506009697962,1.0687471319052462,21.07281628654876,63.69657516479492,4.915804341727783,1007.9014233775944,A1,E01,tracking,0.6206176335166925,0.0,1.0,0.0,0.0,2.0,15.563982867293314,0.035317598605453956
109,19.814774650796064,68.16989420191283,58.86620858348826,19.25847373617273,6.0,0.6706972436066037,23.14134196329629,0.3152078532485567,24.38042750080007,85.44952394414112,4.928578608552223,1006.6911729630197,B2,E01,tracking,0.417131724010727,0.0,1.0,0.0,0.0,2.0,3.0426975836444075,0.10700225967692184
110,13.26691283695853,608.6059108864644,93.71656857535352,6.633614824087519,3.0,0.9506941616462952,16.532499749003453,1.1089766812191333,18.14246896671484,43.92584910636639,1.3259278621289856,1006.0635780089808,A1,E00,fixed,0.7268155115379408,1.0,0.0,0.0,0.0,1.0,13.325549483366208,0.0301248416683982
112,28.246228006032148,351.4625110758014,93.81197140000528,4.418550047005533,3.0,0.9018206688008228,13.99243898961495,3.957981403502549,38.09508985152419,70.05646592740975,7.995140570766573,1001.3342189489288,B2,E01,tracking,0.5117523727671356,0.0,1.0,0.0,0.0,2.0,28.341774369815365,0.1575753076509362
115,55.1276104275655,367.62682273404937,12.025989217410247,6.47701531335133,2.0,0.7323848331977366,0.0,0.8994028356974827,60.19644386764657,99.67887585519236,13.45143154498761,1019.0676713780514,B2,E01,dual-axis,0.5031511300907703,0.0,1.0,0.0,0.0,0.0,0.0,0.0
117,42.31722417403373,505.46303638086073,24.93607553017652,10.420538350416995,3.0,0.6980552137958952,0.0,2.578863360009544,46.236855937218365,49.918983459472656,9.15083786997325,1001.9775926602482,D4,E02,dual-axis,0.5455175259034009,0.0,0.0,1.0,0.0,0.0,0.0,0.0
118,16.56193967759411,900.4447228302289,3.4028981105251543,31.791204579585195,3.0,0.5971528827162003,22.42483435501791,4.204741413355094,21.66289710998535,27.483444847770578,8.910215286303899,1005.209655269976,A1,E00,fixed,0.5853820120430514,1.0,0.0,0.0,0.0,1.0,55.196038530692924,0.10471562252461507
119,18.988633501008657,440.161093131744,20.158444007487187,21.845531463623047,7.0,0.5423742629740741,15.531667191933836,2.543152415163328,24.04502557448503,77.26130767571411,5.004495264805305,1002.2532862355364,A1,E00,tracking,0.4525239441152864,1.0,0.0,0.0,0.0,2.0,17.87442288924635,0.08973850153279461
120,29.807984789890074,244.12562684453377,10.50431856138504,6.527451375175895,1.0,0.4935311063091975,15.2026568466141,0.1742810688101669,34.61051533547075,33.57341093832217,6.587615928070857,1009.03875240384,D4,E02,tracking,0.3674395746750155,0.0,0.0,1.0,0.0,2.0,0.9735441178328317,0.010853163259543445
122,13.127209413875232,554.9991709929413,52.91250953696497,14.363372439527168,4.0,0.7837636776276182,47.29965564093068,1.2561270608322654,21.015721413281163,42.71822395758915,12.76271962491498,1010.0768064803032,A1,E00,dual-axis,0.6102255705228126,1.0,0.0,0.0,0.0,0.0,36.25617235753543,0.107053092191693
123,42.50270273949029,839.7968938101092,53.31041506205803,16.18487961296169,7.0,0.6005072773290911,21.41424883406974,4.546458898803529,46.10821888829288,34.53398792253872,12.17724803774376,1018.997059727218,B2,E00,fixed,0.6275248801429565,1.0,0.0,0.0,0.0,1.0,61.0951961693552,0.11593160547562564
124,24.338315676709485,708.7778114786446,44.82983779845917,11.649445728945413,5.0,0.5117300152778625,26.42576575663432,3.86651669858332,27.62186873372948,57.58401073730008,9.09986687010907,1018.010768399022,A1,E02,dual-axis,0.5188588350230298,0.0,0.0,1.0,0.0,0.0,53.014746286949546,0.14415753839375997
125,11.561572154337831,589.2177647873773,74.67819392243729,20.64130973815918,6.0,0.5232634477347756,0.0,2.514656017870401,13.165436342823307,90.37700241234693,3.6365227352438936,1018.5276158728584,B2,E00,tracking,0.4593149953673873,1.0,0.0,0.0,0.0,2.0,0.0,0.0
127,18.11322017213784,202.8092364192873,88.90294028493445,13.170321288103844,4.0,0.5754391032163751,3.1856659589584138,1.4158673981873746,27.08399260469252,93.23583863512012,2.716395948746359,1013.1386906841786,B2,E00,fixed,0.419872685560426,1.0,0.0,0.0,0.0,1.0,1.8938275912715696,0.02224001555569975
128,1.2477453471616204,340.0621168125631,98.98546007325696,26.900418042271887,3.0,0.625002521498258,0.0,1.4909156492851348,5.166395360602857,6.158326948084292,13.565219970796822,1022.3049505903908,B2,E02,dual-axis,0.488168166083946,0.0,0.0,1.0,0.0,0.0,0.0,0.0
129,11.382250019361598,268.3560146486188,94.47295488964268,34.78841486038205,0.0,0.9157568851201872,28.22834802078173,0.1579046113067995,13.677479504845143,5.060881721164224,3.633281710512613,1010.0010132500832,A1,E01,dual-axis,0.3954918731051198,0.0,1.0,0.0,0.0,0.0,1.7628600656625153,0.01660997361244552
130,18.802078835814232,402.547549211058,26.508241591008183,4.736225775878063,6.0,0.6884737503030726,11.595598527612063,2.191789002273981,25.47346090097305,56.79382788479151,12.354343711018302,1026.3041096503175,C3,E02,dual-axis,0.5358772233082276,0.0,0.0,1.0,0.0,0.0,13.619376073042833,0.06313566031494877
131,27.639512715586243,155.8284631109228,87.83938995259321,11.701172908225786,2.0,0.9511630098764292,14.460566555372411,1.499834027575827,29.20914328144181,50.90900913282064,14.221225953961309,1001.1042145227012,A1,E01,tracking,0.4733263109492416,0.0,1.0,0.0,0.0,2.0,10.265713923520961,0.13918156763398287
132,27.060851423257223,658.7877367036011,74.14568209639332,13.55256747108567,9.0,0.8126053995535117,0.0,1.518538375600103,31.995019912719727,33.090095808975384,7.526481484231813,1013.9785923473464,C3,E00,dual-axis,0.5749287195910615,1.0,0.0,0.0,0.0,0.0,0.0,0.0
137,36.74440460083183,709.5316419735952,21.348935256636427,28.559725835215808,3.0,0.4839487345812354,0.0,1.5955697623184182,43.69555324519818,48.88955184688698,3.6659012817219856,1010.3522336158114,C3,E02,dual-axis,0.4502964991397756,0.0,0.0,1.0,0.0,0.0,0.0,0.0
138,22.43850846232344,999.1827229229466,25.57582799693282,25.06211949523099,5.0,0.5538943730752176,63.30142581745191,3.1112188796809743,30.31110045604852,70.2406549277591,12.095344941515156,1020.2660660507668,C3,E00,dual-axis,0.6060511460110627,1.0,0.0,0.0,0.0,0.0,119.35849514530835,0.19710568106887563
139,28.50435497177376,1228.4656165018323,83.14346849922806,33.09038955464858,5.0,0.5799781680107117,7.669092867132477,5.250433291545403,38.51626074748659,63.50127571230581,0.496944412610234,1023.224006047568,A1,E01,tracking,0.5758878023520304,0.0,1.0,0.0,0.0,2.0,23.188733093912624,0.032777523411853415
140,19.296133063164312,603.6023583189991,63.611776071519344,25.79654545064057,6.0,0.650773795509505,0.0,1.6419100652622387,17.33602988802902,58.37728090340338,1.1652115148890505,1015.1015187938848,D4,E00,tracking,0.5138440715926165,1.0,0.0,0.0,0.0,2.0,0.0,0.0
141,11.054057655697488,252.61546999203395,71.38284159099429,3.4878158458728645,3.0,0.966995627519846,0.0,3.408730510859156,19.156677208872605,57.63518946218708,4.720676886136751,1006.2035499432308,D4,E00,tracking,0.5782925913873281,1.0,0.0,0.0,0.0,2.0,0.0,0.0
142,51.36683363081946,-33.0115701828273,35.73325865311971,24.137002746088736,8.0,0.4072663736727003,0.0,0.1145986576361349,53.84867113318135,53.38124137758056,7.493049643968718,1006.1490097053274,B2,E02,fixed,0.2726748608887081,0.0,0.0,1.0,0.0,1.0,0.0,-0.0
143,18.49733915935116,566.9278655859589,92.3127767293744,1.1533893124295918,4.0,0.5252503978814802,11.012030579870506,2.8215332755657205,25.8214982012806,52.68528749556174,2.575451965288112,1015.4488854588956,A1,E01,tracking,0.5752729452637385,0.0,1.0,0.0,0.0,2.0,17.874196790399385,0.05480558038991097
147,10.529706903724684,464.80227839590367,26.440015548917263,3.786814455443957,4.0,0.4557280171264314,29.025280489719105,3.823728534286729,18.45146007796304,23.790439077468395,10.4207863875051,1019.072581752184,A1,E02,fixed,0.5759065539880812,0.0,0.0,1.0,0.0,1.0,63.916869810837305,0.2387785051468305
148,45.135502977455765,766.4950576969109,78.86971132527584,13.895070907635114,7.0,0.9429153402777956,29.2860868239774,3.488990213815261,49.83438659752828,33.03387056783973,8.023376906139822,989.2850196127742,C3,E02,dual-axis,0.7079162652551464,0.0,0.0,1.0,0.0,0.0,72.33408427186275,0.13330662644690527
149,46.56892072463468,539.2621418613362,33.331953958261806,34.597015586244275,7.0,0.6575286813194142,28.65929540698397,0.9431848621006508,51.24881765444578,30.54851427479697,1.002636171950585,1031.4126416561346,D4,E00,dual-axis,0.4184661603117636,1.0,0.0,0.0,0.0,0.0,11.311564464809972,0.05012592482950275
